Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Laren;G0417;10649;VVD;1896;5;
Laren;G0417;10649;Larens Behoud;1556;4;
Laren;G0417;10649;D66;657;2;
Laren;G0417;10649;Groen Laren;646;2;
Laren;G0417;10649;Liberaal Laren;555;1;
Laren;G0417;10649;CDA;444;1;
Leeuwarden;G0080;11228;GROENLINKS / Partij van de Arbeid (PvdA);12030;9;
Leeuwarden;G0080;11228;D66;6337;5;
Leeuwarden;G0080;11228;VVD;5610;4;
Leeuwarden;G0080;11228;CDA;5228;4;
Leeuwarden;G0080;11228;GB058;4932;4;
Leeuwarden;G0080;11228;FNP;4890;4;
Leeuwarden;G0080;11228;Forum voor Democratie;4415;3;
Leeuwarden;G0080;11228;JA21;2595;2;
Leeuwarden;G0080;11228;Partij voor de Dieren;2304;1;
Leeuwarden;G0080;11228;ChristenUnie;2238;1;
Leeuwarden;G0080;11228;SP (Socialistische Partij);1819;1;
Leeuwarden;G0080;11228;SL!M;1393;1;
Leeuwarden;G0080;11228;BBB;899;;
Leeuwarden;G0080;11228;MERA25;565;;
Leeuwarden;G0080;11228;Blanco (lijst 14);400;;
Leiden;G0546;10702;GROENLINKS / Partij van de Arbeid (PvdA);18376;12;
Leiden;G0546;10702;D66;8990;6;
Leiden;G0546;10702;Partij Sleutelstad: De Leidse Lijst;8764;6;
Leiden;G0546;10702;VVD;5561;3;
Leiden;G0546;10702;Partij voor de Dieren;4371;3;
Leiden;G0546;10702;CDA;3926;2;
Leiden;G0546;10702;Studenten voor Leiden (SVL);3483;2;
Leiden;G0546;10702;Forum voor Democratie;3424;2;
Leiden;G0546;10702;SP (Socialistische Partij);2618;1;
Leiden;G0546;10702;Volt;2091;1;
Leiden;G0546;10702;ChristenUnie;1568;1;
Leiderdorp;G0547;10058;GROENLINKS / Partij van de Arbeid (PvdA);3297;6;
Leiderdorp;G0547;10058;D66;2466;4;
Leiderdorp;G0547;10058;VVD;2334;4;
Leiderdorp;G0547;10058;Lokale Partij Leiderdorp;2205;4;
Leiderdorp;G0547;10058;CDA;1683;3;
Leiderdorp;G0547;10058;ChristenUnie-SGP;480;;
Leidschendam-Voorburg;G1916;11103;VVD;6926;8;
Leidschendam-Voorburg;G1916;11103;D66;5666;7;
Leidschendam-Voorburg;G1916;11103;GROENLINKS / Partij van de Arbeid (PvdA);4622;5;
Leidschendam-Voorburg;G1916;11103;GBLV / Gemeentebelangen;4436;5;
Leidschendam-Voorburg;G1916;11103;CDA;3593;4;
Leidschendam-Voorburg;G1916;11103;Aandacht-LV;2969;3;
Leidschendam-Voorburg;G1916;11103;Partij voor de Dieren;1290;1;
Leidschendam-Voorburg;G1916;11103;Volt;1194;1;
Leidschendam-Voorburg;G1916;11103;SP (Socialistische Partij);1073;1;
Leidschendam-Voorburg;G1916;11103;ChristenUnie;676;;
Lelystad;G0995;11110;JongLelystad;4488;6;
Lelystad;G0995;11110;GROENLINKS / Partij van de Arbeid (PvdA);3003;4;
Lelystad;G0995;11110;PVV (Partij voor de Vrijheid);2842;4;
Lelystad;G0995;11110;Forum voor Democratie;2718;4;
Lelystad;G0995;11110;VVD;2456;3;
Lelystad;G0995;11110;Mooi Lelystad;2349;3;
Lelystad;G0995;11110;D66;2124;3;
Lelystad;G0995;11110;Inwoners Partij Lelystad;1549;2;
Lelystad;G0995;11110;CDA;1520;2;
Lelystad;G0995;11110;ChristenUnie;1502;2;
Lelystad;G0995;11110;Leefbaar Lelystad;1343;2;
Lelystad;G0995;11110;SP (Socialistische Partij);1012;1;
Lelystad;G0995;11110;Partij voor de Dieren;774;1;
Lelystad;G0995;11110;NL Lelystad;190;;
Lelystad;G0995;11110;ELLECT;56;;
Leudal;G1640;10840;Ronduit Open;4960;9;
Leudal;G1640;10840;Samen Verder;3612;6;
Leudal;G1640;10840;CDA;3108;5;
Leudal;G1640;10840;D66;2201;4;
Leudal;G1640;10840;GROENLINKS / Partij van de Arbeid (PvdA);944;1;
Leudal;G1640;10840;Oos Leudal (veur álle 16 dörpe);215;;
Leusden;G0327;10978;Lokaal Belangrijk;4843;7;
Leusden;G0327;10978;D66 & GROENLINKS / PvdA;4402;6;
Leusden;G0327;10978;CDA;2356;3;
Leusden;G0327;10978;Leusden Vooruit;2253;3;
Leusden;G0327;10978;VVD;1896;3;
Leusden;G0327;10978;ChristenUnie-SGP;1137;1;
Lingewaard;G1705;10744;Lingewaard.NU - B06;3669;5;
Lingewaard;G1705;10744;VVD;3449;5;
Lingewaard;G1705;10744;Lokaal Belang Lingewaard;3394;5;
Lingewaard;G1705;10744;GROENLINKS / Partij van de Arbeid (PvdA);3386;5;
Lingewaard;G1705;10744;D66;2573;3;
Lingewaard;G1705;10744;Forum voor Democratie;1810;2;
Lingewaard;G1705;10744;CDA;1641;2;
Lingewaard;G1705;10744;SP (Socialistische Partij);1383;2;
Lingewaard;G1705;10744;Blanco (lijst 9);400;;
Lisse;G0553;10197;Nieuw Lisse;3437;7;
Lisse;G0553;10197;VVD;2154;4;
Lisse;G0553;10197;CDA;1810;3;
Lisse;G0553;10197;GROENLINKS/Partij van de Arbeid (PvdA);1394;2;
Lisse;G0553;10197;D66;1141;2;
Lisse;G0553;10197;Staatkundig Gereformeerde Partij (SGP);825;1;
Lochem;G0262;11263;Gemeentebelangen;5763;8;
Lochem;G0262;11263;GROENLINKS / Partij van de Arbeid (PvdA);3080;4;
Lochem;G0262;11263;VVD;2307;3;
Lochem;G0262;11263;LochemGroen!;2142;3;
Lochem;G0262;11263;CDA;1885;2;
Lochem;G0262;11263;D66;1811;2;
Lochem;G0262;11263;Meedenken met Lochem (MmL);1363;1;
Lochem;G0262;11263;Democratische Partij Lochem (DPL);458;;
Loon op Zand;G0809;11259;Gemeentebelangen;3483;8;
Loon op Zand;G0809;11259;VVD;2164;4;
Loon op Zand;G0809;11259;Pro3;1748;4;
Loon op Zand;G0809;11259;CDA;1148;2;
Loon op Zand;G0809;11259;Toekomstig KLM;737;1;
Lopik;G0331;10333;Hart voor Lopik;1610;4;
Lopik;G0331;10333;ChristenUnie-SGP;1546;3;
Lopik;G0331;10333;VVD;1341;3;
Lopik;G0331;10333;CDA;1302;3;
Lopik;G0331;10333;Lokaal Sociaal '26;1132;2;
Losser;G0168;11166;BURGERFORUM;4115;8;
Losser;G0168;11166;CDA;3792;7;
Losser;G0168;11166;VVD;1340;2;
Losser;G0168;11166;Partij van de Arbeid (PvdA);586;1;
Losser;G0168;11166;D66;477;1;
Losser;G0168;11166;GROENLINKS;448;;
Maasdriel;G0263;10341;Hart voor Maasdriel;3759;7;
Maasdriel;G0263;10341;Samen Sterk Maasdriel;3282;6;
Maasdriel;G0263;10341;VVD;1283;2;
Maasdriel;G0263;10341;GROENLINKS / Partij van de Arbeid (PvdA);1096;2;
Maasdriel;G0263;10341;CDA;953;2;
Maasdriel;G0263;10341;D66;716;1;
Maasdriel;G0263;10341;Staatkundig Gereformeerde Partij (SGP);633;1;
Maasgouw;G1641;10964;Lokaal Belang;4559;9;
Maasgouw;G1641;10964;VVD;2028;4;
Maasgouw;G1641;10964;CDA;1445;3;
Maasgouw;G1641;10964;GROENLINKS / Partij van de Arbeid (PvdA);869;1;
Maasgouw;G1641;10964;D66;608;1;
Maasgouw;G1641;10964;LVM;504;1;
Maashorst;G1991;;KOMPAS maashorst;5071;7;
Maashorst;G1991;;JONG MAASHORST;4465;6;
Maashorst;G1991;;VVD;4429;6;
Maashorst;G1991;;CDA;3476;4;
Maashorst;G1991;;GROENLINKS-Partij van de Arbeid-D66-PRO;2869;4;
Maashorst;G1991;;Forum voor Democratie;2756;3;
Maashorst;G1991;;SP (Socialistische Partij);1452;2;
Maashorst;G1991;;LOKAAL Maashorst;1182;1;
Maashorst;G1991;;BBB;512;;
Maassluis;G0556;10880;Leefbaar Maessluys;6097;11;
Maassluis;G0556;10880;Partij van de Arbeid (PvdA) / GROENLINKS;2542;4;
Maassluis;G0556;10880;CDA;2192;4;
Maassluis;G0556;10880;VVD;1970;3;
Maassluis;G0556;10880;D66;948;1;
Maassluis;G0556;10880;VSP Maassluis;791;1;
Maassluis;G0556;10880;ChristenUnie;722;1;
Maastricht;G0935;10182;D66;6719;6;
Maastricht;G0935;10182;CDA;5964;6;
Maastricht;G0935;10182;GroenLinks;4670;4;
Maastricht;G0935;10182;Senioren StadsPartij Maastricht (SPM);3700;3;
Maastricht;G0935;10182;VVD;3315;3;
Maastricht;G0935;10182;Partij van de Arbeid (PvdA);3310;3;
Maastricht;G0935;10182;Volt;2566;2;
Maastricht;G0935;10182;MAASTRICHT van NU;2518;2;
Maastricht;G0935;10182;Forum voor Democratie;2064;2;
Maastricht;G0935;10182;SP;2046;2;
Maastricht;G0935;10182;50PLUS;1966;1;
Maastricht;G0935;10182;PVV (Partij voor de Vrijheid);1877;1;
Maastricht;G0935;10182;Partij voor de Dieren;1842;1;
Maastricht;G0935;10182;Partij Veilig Maastricht;1751;1;
Maastricht;G0935;10182;M:OED;1549;1;
Maastricht;G0935;10182;SAB (Sociaal Actieve Burgerpartij);1096;1;
Maastricht;G0935;10182;Liberale Partij Maastricht;973;;
Medemblik;G0420;11215;Hart voor Medemblik;5435;8;
Medemblik;G0420;11215;VVD;3203;5;
Medemblik;G0420;11215;CDA;2980;4;
Medemblik;G0420;11215;GemeenteBelangen;2731;4;
Medemblik;G0420;11215;MORGEN!/Sociaal&Progressief;2487;3;
Medemblik;G0420;11215;Forum voor Democratie;1906;3;
Medemblik;G0420;11215;D66;1676;2;
Meerssen;G0938;10494;Lokaal DNA;3703;7;
Meerssen;G0938;10494;BRUG-M;2065;4;
Meerssen;G0938;10494;GROENLINKS / Partij van de Arbeid;1068;2;
Meerssen;G0938;10494;CDA;1032;2;
Meerssen;G0938;10494;VVD;829;2;
Meerssen;G0938;10494;Veur de Luuj;189;;
Meierijstad;G1948;10985;Lokaal Meierijstad;7002;8;
Meierijstad;G1948;10985;CDA;5446;6;
Meierijstad;G1948;10985;HIER;4736;5;
Meierijstad;G1948;10985;VVD;3449;4;
Meierijstad;G1948;10985;Forum voor Democratie;3238;4;
Meierijstad;G1948;10985;GROENLINKS / Partij van de Arbeid (PvdA);2392;2;
Meierijstad;G1948;10985;Hart;2076;2;
Meierijstad;G1948;10985;D66;1921;2;
Meierijstad;G1948;10985;Gemeentebelang Meierijstad;1889;2;
Meierijstad;G1948;10985;SP (Socialistische Partij);1808;2;
Meierijstad;G1948;10985;Blanco (lijst 11);124;;
Meppel;G0119;11204;Sterk Meppel (SteM);4544;7;
Meppel;G0119;11204;VVD;3552;6;
Meppel;G0119;11204;GROENLINKS / Partij van de Arbeid (PvdA);2157;3;
Meppel;G0119;11204;CDA;1857;3;
Meppel;G0119;11204;ChristenUnie;1349;2;
Meppel;G0119;11204;D66;1258;2;
Meppel;G0119;11204;SP (Socialistische Partij);1201;2;
Middelburg;G0687;10122;GROENLINKS / Partij van de Arbeid (PvdA);4417;7;
Middelburg;G0687;10122;Lokale Partij Middelburg (LPM);4127;6;
Middelburg;G0687;10122;Staatkundig Gereformeerde Partij (SGP);2758;4;
Middelburg;G0687;10122;VVD;2379;4;
Middelburg;G0687;10122;CDA;1858;3;
Middelburg;G0687;10122;D66;1721;2;
Middelburg;G0687;10122;ChristenUnie;1539;2;
Middelburg;G0687;10122;Hart voor Middelburg;963;1;
Middelburg;G0687;10122;Belang Van Nederland (BVNL);957;1;
Middelburg;G0687;10122;Partij voor de Dieren;927;1;
Middelburg;G0687;10122;SP (Socialistische Partij);449;;
Midden-Delfland;G1842;10130;Mijn Partij;3696;6;
Midden-Delfland;G1842;10130;VVD;2299;4;
Midden-Delfland;G1842;10130;CDA;1586;3;
Midden-Delfland;G1842;10130;OGP Midden-Delfland;1300;2;
Midden-Delfland;G1842;10130;D66;1292;2;
Midden-Delfland;G1842;10130;ChristenUnie;309;;
Midden-Drenthe;G1731;10520;GROENLINKS / Partij van de Arbeid (PvdA);3109;4;
Midden-Drenthe;G1731;10520;Gemeentebelangen;2594;4;
Midden-Drenthe;G1731;10520;VVD;2179;3;
Midden-Drenthe;G1731;10520;Forum voor Democratie;2101;3;
Midden-Drenthe;G1731;10520;MiddenDrenthe Nu;2050;3;
Midden-Drenthe;G1731;10520;CDA;1979;3;
Midden-Drenthe;G1731;10520;Positief Vooruit;1256;1;
Midden-Drenthe;G1731;10520;D66;1180;1;
Midden-Drenthe;G1731;10520;ChristenUnie;948;1;
Midden-Groningen;G1952;10410;GemeenteBelangen Midden-Groningen;6660;10;
Midden-Groningen;G1952;10410;GROENLINKS / Partij van de Arbeid (PvdA);4157;6;
Midden-Groningen;G1952;10410;Forum voor Democratie;2501;4;
Midden-Groningen;G1952;10410;VVD;2090;3;
Midden-Groningen;G1952;10410;CDA;1899;3;
Midden-Groningen;G1952;10410;ChristenUnie;1844;2;
Midden-Groningen;G1952;10410;D66;1581;2;
Midden-Groningen;G1952;10410;BBB;1553;2;
Midden-Groningen;G1952;10410;SP (Socialistische Partij);1229;1;
Midden-Groningen;G1952;10410;DURF;325;;
Moerdijk;G1709;10046;VVD;2699;4;
Moerdijk;G1709;10046;Forum voor Democratie;2213;4;
Moerdijk;G1709;10046;Onafhankelijk Moerdijk;2140;3;
Moerdijk;G1709;10046;Moerdijk VOORUIT!;1832;3;
Moerdijk;G1709;10046;CDA;1814;3;
Moerdijk;G1709;10046;Moerdijk Lokaal;1709;3;
Moerdijk;G1709;10046;GROENLINKS/Partij van de Arbeid (PvdA);1230;2;
Moerdijk;G1709;10046;D66;766;1;
Moerdijk;G1709;10046;BBM/BBB Bondgenoot;764;1;
Moerdijk;G1709;10046;ChristenUnie;595;1;
Molenlanden;G1978;10451;Doe mee! Molenlanden;6811;9;
Molenlanden;G1978;10451;Staatkundig Gereformeerde Partij (SGP);6619;8;
Molenlanden;G1978;10451;CDA;4367;5;
Molenlanden;G1978;10451;ChristenUnie;2969;4;
Molenlanden;G1978;10451;VVD;1807;2;
Molenlanden;G1978;10451;Progressief Molenlanden;1259;1;
Montferland;G1955;10350;CDA;3949;6;
Montferland;G1955;10350;Helder;2660;4;
Montferland;G1955;10350;PVV (Partij voor de Vrijheid);1854;3;
Montferland;G1955;10350;VVD;1829;3;
Montferland;G1955;10350;Partij van de Arbeid (PvdA);1800;2;
Montferland;G1955;10350;D66;1391;2;
Montferland;G1955;10350;Eén Montferland;1290;2;
Montferland;G1955;10350;Lokaal Belang Montferland;1220;2;
Montferland;G1955;10350;Lijst Groot Montferland;940;1;
Montfoort;G0335;10033;VVD;2328;5;
Montfoort;G0335;10033;CDA;1142;2;
Montfoort;G0335;10033;Inwonersbelangen Montfoort Linschoten;1138;2;
Montfoort;G0335;10033;Progressief Akkoord;890;2;
Montfoort;G0335;10033;Staatkundig Gereformeerde Partij (SGP);771;2;
Montfoort;G0335;10033;D66;571;1;
Montfoort;G0335;10033;ChristenUnie;360;1;
Mook en Middelaar;G0944;10271;GROENLINKS / Partij van de Arbeid (PvdA);1705;5;
Mook en Middelaar;G0944;10271;DGP;1094;3;
Mook en Middelaar;G0944;10271;VVD;814;2;
Mook en Middelaar;G0944;10271;D66;633;2;
Mook en Middelaar;G0944;10271;CDA;272;1;
Neder-Betuwe;G1740;10916;Staatkundig Gereformeerde Partij (SGP);5517;10;
Neder-Betuwe;G1740;10916;CDA-ChristenUnie;1895;3;
Neder-Betuwe;G1740;10916;Vóór Neder-Betuwe;1596;2;
Neder-Betuwe;G1740;10916;Gemeentebelangen;1552;2;
Neder-Betuwe;G1740;10916;VVD;1339;2;
Neder-Betuwe;G1740;10916;GROENLINKS / Partij van de Arbeid (PvdA);1160;2;
Nederweert;G0946;10681;CDA;2409;6;
Nederweert;G0946;10681;DNA Nederweert;2314;5;
Nederweert;G0946;10681;Jongeren Akkoord Nederweert (J.A.N.);1828;4;
Nederweert;G0946;10681;VVD;925;2;
Nieuwegein;G0356;10374;Lokale Vernieuwing / VSP;6217;9;
Nieuwegein;G0356;10374;GROENLINKS / Partij van de Arbeid (PvdA);5202;7;
Nieuwegein;G0356;10374;VVD;3441;5;
Nieuwegein;G0356;10374;Forum voor Democratie;3166;4;
Nieuwegein;G0356;10374;D66;2560;3;
Nieuwegein;G0356;10374;CDA;1949;2;
Nieuwegein;G0356;10374;ieders Belang;975;1;
Nieuwegein;G0356;10374;ChristenUnie;926;1;
Nieuwegein;G0356;10374;De Unie (van Nieuwegein);682;1;
Nieuwegein;G0356;10374;Stadspartij Núwegein (NÚ);401;;
Nieuwkoop;G0569;10728;Samen Beter Nieuwkoop;5215;8;
Nieuwkoop;G0569;10728;VVD;3346;5;
Nieuwkoop;G0569;10728;CDA;2110;3;
Nieuwkoop;G0569;10728;Natuurlijk Nieuwkoop;1492;2;
Nieuwkoop;G0569;10728;D66;1403;2;
Nieuwkoop;G0569;10728;SGP-ChristenUnie;670;1;
Nijkerk;G0267;10446;CDA;4680;6;
Nijkerk;G0267;10446;ChristenUnie-SGP;3917;5;
Nijkerk;G0267;10446;De Lokale Partij;3630;5;
Nijkerk;G0267;10446;Forum voor Democratie;2996;4;
Nijkerk;G0267;10446;VVD;2965;4;
Nijkerk;G0267;10446;PRO21 (D66, GroenLinks-PvdA);2904;4;
Nijkerk;G0267;10446;Voor Ons;960;1;
Nijmegen;G0268;11209;GROENLINKS;22641;11;
Nijmegen;G0268;11209;D66;15222;7;
Nijmegen;G0268;11209;Stadspartij Nijmegen;12154;6;
Nijmegen;G0268;11209;Partij van de Arbeid (PvdA);9020;4;
Nijmegen;G0268;11209;VVD;7914;3;
Nijmegen;G0268;11209;CDA;4864;2;
Nijmegen;G0268;11209;Partij voor de Dieren;4314;2;
Nijmegen;G0268;11209;Forum voor Democratie;3407;1;
Nijmegen;G0268;11209;SP (Socialistische Partij);3388;1;
Nijmegen;G0268;11209;Volt;2886;1;
Nijmegen;G0268;11209;1Nijmegen;2876;1;
Nijmegen;G0268;11209;Revolutionair Socialistische Partij;837;;
Nijmegen;G0268;11209;Piratenpartij;521;;
Nissewaard;G1930;10735;ONS;7314;10;
Nissewaard;G1930;10735;VOOR Nissewaard;3854;5;
Nissewaard;G1930;10735;Partij van de Arbeid (PvdA);2803;4;
Nissewaard;G1930;10735;Forum voor Democratie;2562;3;
Nissewaard;G1930;10735;Nissewaard Lokaal;2476;3;
Nissewaard;G1930;10735;PVV (Partij voor de Vrijheid);2375;3;
Nissewaard;G1930;10735;Hardt voor Nissewaard;1727;2;
Nissewaard;G1930;10735;VVD;1656;2;
Nissewaard;G1930;10735;CDA;1500;2;
Nissewaard;G1930;10735;Partij Jong Nissewaard (PJN);1386;1;
Nissewaard;G1930;10735;ChristenUnie-SGP;766;1;
Nissewaard;G1930;10735;SP (Socialistische Partij);754;1;
Nissewaard;G1930;10735;GROENLINKS;631;;
Nissewaard;G1930;10735;BELANG VAN NISSEWAARD;218;;
Noardeast-Fryslân;G1970;10198;CDA;3522;6;
Noardeast-Fryslân;G1970;10198;FNP;3205;5;
Noardeast-Fryslân;G1970;10198;Liberaal Noardeast-Fryslân (LNF);2844;4;
Noardeast-Fryslân;G1970;10198;S!N-Sociaal in Noardeast-Fryslân;2789;4;
Noardeast-Fryslân;G1970;10198;ChristenUnie;1748;2;
Noardeast-Fryslân;G1970;10198;Gemeentebelangen Noardeast-Fryslân;1558;2;
Noardeast-Fryslân;G1970;10198;BBB;1463;2;
Noardeast-Fryslân;G1970;10198;VVD;1333;2;
Noardeast-Fryslân;G1970;10198;Partij van de Arbeid (PvdA);1222;2;
Noardeast-Fryslân;G1970;10198;D66;480;;
Noord-Beveland;G1695;10250;VVD;837;3;
Noord-Beveland;G1695;10250;GROENLINKS / Partij van de Arbeid (PvdA);691;2;
Noord-Beveland;G1695;10250;CDA;579;2;
Noord-Beveland;G1695;10250;Staatkundig Gereformeerde Partij (SGP);499;2;
Noord-Beveland;G1695;10250;Wij zijn Noord-Beveland - WZNB;476;1;
Noord-Beveland;G1695;10250;Forum voor Democratie;434;1;
Noord-Beveland;G1695;10250;Hart voor Noord-Beveland;402;1;
Noord-Beveland;G1695;10250;Noord-Bevelands Belang;390;1;
Noordenveld;G1699;10699;Gemeentebelangen Noordenveld;6321;10;
Noordenveld;G1699;10699;GROENLINKS / Partij van de Arbeid (PvdA);2880;4;
Noordenveld;G1699;10699;LGN (Lijst Groen Noordenveld);1785;3;
Noordenveld;G1699;10699;VVD;1416;2;
Noordenveld;G1699;10699;D66;1174;2;
Noordenveld;G1699;10699;ChristenUnie;926;1;
Noordenveld;G1699;10699;CDA;833;1;
Noordenveld;G1699;10699;Lokaal Noordenveld;543;;
Noordoostpolder;G0171;10144;CDA;3631;5;
Noordoostpolder;G0171;10144;Politieke Unie;3137;5;
Noordoostpolder;G0171;10144;ChristenUnie-SGP;3063;5;
Noordoostpolder;G0171;10144;ONS Noordoostpolder;2985;4;
Noordoostpolder;G0171;10144;Forum voor Democratie;2494;4;
Noordoostpolder;G0171;10144;GROENLINKS / Partij van de Arbeid (PvdA);2285;3;
Noordoostpolder;G0171;10144;VVD;1981;3;
Noordoostpolder;G0171;10144;Brede Horizon;1505;2;
Noordwijk;G0575;10769;Partij voor de Inwoners;3734;5;
Noordwijk;G0575;10769;VVD;3450;5;
Noordwijk;G0575;10769;GROENLINKS / Partij van de Arbeid (PvdA);2956;4;
Noordwijk;G0575;10769;CDA;2723;4;
Noordwijk;G0575;10769;Forum voor Democratie;1948;2;
Noordwijk;G0575;10769;NZLokaal;1634;2;
Noordwijk;G0575;10769;PUUR;1633;2;
Noordwijk;G0575;10769;D66;1632;2;
Noordwijk;G0575;10769;Lijst Salman Noordwijk;1518;2;
Noordwijk;G0575;10769;HELDER;929;1;
Noordwijk;G0575;10769;ONS Noordwijk;272;;
Nuenen, Gerwen en Nederwetten;G0820;10761;ONS Nuenen, Gerwen en Nederwetten;2103;4;
Nuenen, Gerwen en Nederwetten;G0820;10761;GROENLINKS / Partij van de Arbeid (PvdA);1976;3;
Nuenen, Gerwen en Nederwetten;G0820;10761;D66;1622;3;
Nuenen, Gerwen en Nederwetten;G0820;10761;VVD;1376;2;
Nuenen, Gerwen en Nederwetten;G0820;10761;W70 Nuenen Gerwen Nederwetten Eeneind;1299;2;
Nuenen, Gerwen en Nederwetten;G0820;10761;CDA;1288;2;
Nuenen, Gerwen en Nederwetten;G0820;10761;Combinatie Nuenen c.a.;1128;2;
Nuenen, Gerwen en Nederwetten;G0820;10761;Blanco (lijst 9);760;1;
Nuenen, Gerwen en Nederwetten;G0820;10761;Lijst Pijs;304;;
Nunspeet;G0302;10512;Staatkundig Gereformeerde Partij (SGP);5118;7;
Nunspeet;G0302;10512;Gemeentebelang;3553;5;
Nunspeet;G0302;10512;ChristenUnie;2664;4;
Nunspeet;G0302;10512;Lux21;1781;2;
Nunspeet;G0302;10512;CDA;1113;1;
Nunspeet;G0302;10512;GROENLINKS / Partij van de Arbeid (PvdA);864;1;
Nunspeet;G0302;10512;VVD;860;1;
Oegstgeest;G0579;10287;D66;2975;5;
Oegstgeest;G0579;10287;PrO/P.v.d.A./GROENLINKS;2931;5;
Oegstgeest;G0579;10287;VVD;2322;4;
Oegstgeest;G0579;10287;CDA;2000;3;
Oegstgeest;G0579;10287;Hart voor Oegstgeest;1947;3;
Oegstgeest;G0579;10287;Belang Van Nederland (BVNL);868;1;
Oirschot;G0823;10225;De Gewone Man;2517;5;
Oirschot;G0823;10225;CDA;1768;4;
Oirschot;G0823;10225;Dorpsvisie;1743;3;
Oirschot;G0823;10225;GL-PvdA-Sociaal Progressief Oirschot;1253;3;
Oirschot;G0823;10225;VVD;1120;2;
Oirschot;G0823;10225;Nieuwe Politiek;388;;
Oirschot;G0823;10225;Blanco (lijst 7);159;;
Oisterwijk;G0824;10103;Partij Gemeente Belangen;2947;5;
Oisterwijk;G0824;10103;VVD;2830;4;
Oisterwijk;G0824;10103;PrO (Progressief Oisterwijk);2340;4;
Oisterwijk;G0824;10103;D66;1749;3;
Oisterwijk;G0824;10103;CDA;1712;2;
Oisterwijk;G0824;10103;Algemeen Belang Oisterwijk;1560;2;
Oisterwijk;G0824;10103;Forum voor Democratie;1218;2;
Oisterwijk;G0824;10103;WIJ! Oisterwijk;697;1;
Oldambt;G1895;10453;GROENLINKS / Partij van de Arbeid (PvdA);2274;4;
Oldambt;G1895;10453;Gemeentebelangen Oldambt;2241;4;
Oldambt;G1895;10453;VVD;1796;3;
Oldambt;G1895;10453;PVV (Partij voor de Vrijheid);1671;3;
Oldambt;G1895;10453;Verenigde Communistische Partij;1534;3;
Oldambt;G1895;10453;CDA;1405;2;
Oldambt;G1895;10453;Partij voor het Noorden;1323;2;
Oldambt;G1895;10453;SP (Socialistische Partij);865;1;
Oldambt;G1895;10453;D66;837;1;
Oldambt;G1895;10453;ChristenUnie;724;1;
Oldambt;G1895;10453;DURF;519;1;
Oldambt;G1895;10453;Oldambt Aktief;375;;
Oldebroek;G0269;11106;CVO;4121;7;
Oldebroek;G0269;11106;ChristenUnie;2326;4;
Oldebroek;G0269;11106;Staatkundig Gereformeerde Partij (SGP);1739;3;
Oldebroek;G0269;11106;Algemeen Belang Oldebroek (A.B.O.);1553;2;
Oldebroek;G0269;11106;Sociaal & Duurzaam Oldebroek;1363;2;
Oldebroek;G0269;11106;CDA;1091;1;
Oldebroek;G0269;11106;VVD;577;;
Oldenzaal;G0173;11100;Solidair Oldenzaal;3966;7;
Oldenzaal;G0173;11100;CDA;2788;4;
Oldenzaal;G0173;11100;WG Oldenzaal;2599;4;
Oldenzaal;G0173;11100;VVD;2593;4;
Oldenzaal;G0173;11100;Partij van de Arbeid;1351;2;
Oldenzaal;G0173;11100;GROENLINKS;788;1;
Oldenzaal;G0173;11100;D66;765;1;
Olst-Wijhe;G1773;10409;GROENLINKS / Partij van de Arbeid (PvdA) / D66;3002;6;
Olst-Wijhe;G1773;10409;Gemeentebelangen Olst-Wijhe;2821;5;
Olst-Wijhe;G1773;10409;CDA;1733;3;
Olst-Wijhe;G1773;10409;VVD;1688;3;
Ommen;G0175;11069;Volkspartij Ommen Vooruit (VOV-Ommen);3076;5;
Ommen;G0175;11069;CDA;2179;4;
Ommen;G0175;11069;Lokale Partij Ommen;1381;2;
Ommen;G0175;11069;ChristenUnie;1279;2;
Ommen;G0175;11069;GROENLINKS / Partij van de Arbeid (PvdA);933;2;
Ommen;G0175;11069;VVD;674;1;
Ommen;G0175;11069;D66;548;1;
Oost Gelre;G1586;11094;CDA;4162;7;
Oost Gelre;G1586;11094;VVD;3263;5;
Oost Gelre;G1586;11094;OOG;3168;5;
Oost Gelre;G1586;11094;Oost Gelre Vooruit;1591;2;
Oost Gelre;G1586;11094;GROENLINKS / Partij van de Arbeid (PvdA);1348;2;
Oost Gelre;G1586;11094;Lokaal Belang;1261;2;
Oost Gelre;G1586;11094;OLW (Onafhankelijke Lijst Wallerbos);553;;
Oosterhout;G0826;11280;Gemeentebelangen Oosterhout;3825;6;
Oosterhout;G0826;11280;GROENLINKS / Partij van de Arbeid (PvdA);3107;5;
Oosterhout;G0826;11280;VVD;3068;5;
Oosterhout;G0826;11280;Voor Heel Oosterhout;3055;4;
Oosterhout;G0826;11280;D66;2970;4;
Oosterhout;G0826;11280;Lokaal Open en Sociaal;2447;3;
Oosterhout;G0826;11280;Gezond Burger Verstand;1718;2;
Oosterhout;G0826;11280;CDA;1649;2;
Ooststellingwerf;G0085;10836;Vrije Partij Ooststellingwerf;2122;4;
Ooststellingwerf;G0085;10836;GROENLINKS / Partij van de Arbeid (PvdA);2076;4;
Ooststellingwerf;G0085;10836;OoststellingwerfsBelang;1971;4;
Ooststellingwerf;G0085;10836;VVD;1867;3;
Ooststellingwerf;G0085;10836;CDA;1437;3;
Ooststellingwerf;G0085;10836;D66;746;1;
